sales_sk,transaction_id,customer_sk,product_sk,promotion_sk,date_sk,transaction_date,quantity,unit_price,discount_applied
1726,9981160,3038,,606,20231215,2023-12-15,6,669.26,0.38
1732,9981166,2202,,114,20230521,2023-05-21,8,572.26,0.44
1735,9981169,3002,,804,20230210,2023-02-10,8,241.3,0
1743,9981177,2591,407,336,20230506,2023-05-06,6,633.41,0.06
1745,9981179,2406,,336,20231120,2023-11-20,4,28.19,0.19
1789,9981223,2196,,408,20230713,2023-07-13,10,713.3,0.08
1798,9981232,3007,,69,20220727,2022-07-27,6,878.13,0.27
1841,9981275,2612,947,77,20220429,2022-04-29,9,369.2,0.43
1866,9981300,3073,,243,20220716,2022-07-16,2,648.78,0.12
1868,9981302,2732,,845,20230929,2023-09-29,3,711.58,0.38
1877,9981311,2798,778,386,20220212,2022-02-12,7,329.78,0.21
1883,9981317,2893,,149,20220309,2022-03-09,4,350.03,0.28
1888,9981322,2334,,508,20221103,2022-11-03,8,486.43,0.49
1893,9981327,2809,,443,20230125,2023-01-25,7,302.81,0.47
1960,9981394,3053,860,73,,,7,910.4,0.21
1974,9981408,2852,,414,20220425,2022-04-25,3,894.18,0
2000,998344,2557,30,359,20210120,2021-01-20,6,437.57,0.38
15,115038,2243,513,527,20200821,2020-08-21,4,168.06,0.22
36,132784,2588,402,801,20210502,2021-05-02,5,309.12,0.44
54,1455210,2472,124,539,20230712,2023-07-12,7,71.96,0
60,161184,2443,527,189,20200314,2020-03-14,2,470.4,0.16
84,1813375,2375,,419,20220324,2022-03-24,5,645.81,0.12
108,209889,2214,185,256,20210302,2021-03-02,1,698.48,0.28
117,2158219,2967,,441,20220520,2022-05-20,9,551.97,0.07
120,218323,2503,26,435,20200304,2020-03-04,3,583.54,0.42
122,2216869,2661,,325,20230322,2023-03-22,5,807.89,0.34
145,24070,2819,319,538,20200314,2020-03-14,5,340.07,0.41
151,247684,2167,785,89,20211016,2021-10-16,7,392.31,0.29
164,25795,2178,5,855,20200826,2020-08-26,7,672.36,0.37
167,2625131,3042,,711,20230814,2023-08-14,3,835.84,0.45
170,263329,2293,191,688,20200219,2020-02-19,1,841.1,0.36
180,271255,2169,326,381,20210925,2021-09-25,9,409.93,0.1
183,275410,2489,394,668,20200101,2020-01-01,8,388.75,0.02
202,2922433,2951,,668,20230204,2023-02-04,9,776.93,0
208,299481,2468,366,765,20200930,2020-09-30,4,194.7,0.26
210,3008075,2774,,743,20220205,2022-02-05,7,88.22,0.48
247,329177,2405,390,667,20200719,2020-07-19,1,445.22,0.43
256,3443410,2248,,4,20220308,2022-03-08,8,508.31,0.32
259,347224,2520,652,599,20200812,2020-08-12,7,52.47,0.07
274,3592421,2338,,474,20220130,2022-01-30,3,708.83,0.48
280,367249,2190,845,130,20211215,2021-12-15,4,709.52,0.33
308,3873449,2347,,818,20220526,2022-05-26,6,622.71,0.49
319,4003287,2166,,817,20220816,2022-08-16,3,769.66,0.27
326,4075748,2297,,849,20220314,2022-03-14,4,300.49,0
332,4105719,2256,,236,20220808,2022-08-08,8,877.04,0.32
351,427257,2291,12,419,20210724,2021-07-24,7,425.95,0.4
355,431082,2442,179,587,20211124,2021-11-24,5,422.37,0.33
390,4643626,2356,,158,20220106,2022-01-06,9,182.92,0.11
392,4688292,2247,259,212,20220224,2022-02-24,6,334.89,0
411,4854975,2867,,836,20220612,2022-06-12,6,542.24,0.19
467,5256471,2853,,249,20230215,2023-02-15,2,519.75,0.41
491,5461924,2928,,646,,,9,853.12,0.02
510,560850,2341,588,147,20211105,2021-11-05,5,179.22,0.28
511,561067,2308,193,209,20210903,2021-09-03,7,430.71,0.36
518,56524,2586,654,329,20211015,2021-10-15,6,807.22,0.46
522,566489,2205,375,761,20200924,2020-09-24,1,366.63,0.08
531,570897,2216,441,213,20210702,2021-07-02,2,766.2,0.25
532,571042,2942,128,104,20211028,2021-10-28,2,641.25,0.07
535,5721981,2875,,803,20231016,2023-10-16,10,707.44,0.21
539,577038,2364,248,225,20210327,2021-03-27,5,833.11,0.32
544,581972,2416,20,65,20200215,2020-02-15,9,882.92,0.39
546,5834707,2337,,419,20220910,2022-09-10,5,0,0.1
587,619151,2242,247,78,20200528,2020-05-28,6,241.98,0.18
606,6329835,3114,13,680,20231228,2023-12-28,9,219.25,0.12
617,643957,2187,178,460,20210401,2021-04-01,2,671.26,0.34
636,6647078,3079,,669,20230628,2023-06-28,1,514.27,0.12
640,666170,2471,865,433,20200824,2020-08-24,6,25.63,0.33
643,66743,2589,739,821,20201115,2020-11-15,1,5.96,0.09
655,682174,2596,211,32,20210718,2021-07-18,3,309.67,0.08
671,6975519,2945,4,231,20230222,2023-02-22,1,568.97,0.47
673,698299,2775,369,196,20210202,2021-02-02,2,992.41,0.03
704,726061,2188,993,3,20210810,2021-08-10,9,632.12,0.11
736,7544683,3059,,557,20220731,2022-07-31,6,287.84,0.23
739,7561472,2308,,48,20230806,2023-08-06,6,218.72,0.35
752,7662904,2175,,68,20230908,2023-09-08,9,234.21,0.46
766,7797952,2804,,502,,,10,704.97,0
794,8123611,2254,,598,20220215,2022-02-15,2,206.11,0.01
795,8154970,2923,,383,20230920,2023-09-20,1,207.56,0.41
803,822466,2953,914,241,20200905,2020-09-05,3,700.06,0.28
812,827128,2301,262,203,20200729,2020-07-29,2,621.48,0.27
814,828997,2540,940,585,20200613,2020-06-13,5,811.96,0.5
850,852306,2321,195,162,20211028,2021-10-28,5,781.68,0.48
888,894852,2322,851,523,20210310,2021-03-10,4,26.79,0.4
896,9017239,3067,,256,20220429,2022-04-29,1,55.87,0.43
897,9024610,2564,,220,20231009,2023-10-09,6,795.88,0.21
910,9148329,3146,,123,20231004,2023-10-04,1,879.55,0.34
984,987097,2412,271,92,20211210,2021-12-10,1,601.05,0.37
1022,9980456,2828,,187,20231026,2023-10-26,10,336.45,0.29
1034,9980468,2174,,443,20220828,2022-08-28,3,342.89,0.08
1047,9980481,2908,,504,20220301,2022-03-01,8,0,0.02
1064,9980498,2185,,762,20220510,2022-05-10,8,786.2,0.47
1087,9980521,2267,,305,20220924,2022-09-24,4,27.33,0.21
1149,9980583,2788,,376,20220126,2022-01-26,5,760.15,0.41
1153,9980587,2492,,672,20230523,2023-05-23,10,877.73,0.28
1158,9980592,2356,,464,,,4,368.3,0.04
1175,9980609,2749,,284,20220906,2022-09-06,3,533.12,0.27
1178,9980612,2293,,98,20220302,2022-03-02,10,441.1,0.22
1182,9980616,2791,,708,20230613,2023-06-13,4,550.77,0.14
1225,9980659,2825,,249,20231114,2023-11-14,6,857.64,0.26
1280,9980714,2504,,478,20220714,2022-07-14,9,848.42,0.12
1294,9980728,3120,,818,20230516,2023-05-16,7,188.69,0.17
1306,9980740,2517,,380,20230109,2023-01-09,8,779.23,0.34
1332,9980766,2359,,130,20230122,2023-01-22,4,411.54,0.37
1345,9980779,2915,,216,20230824,2023-08-24,4,163.86,0.25
1346,9980780,2847,,404,20220427,2022-04-27,9,637.26,0.48
1361,9980795,2967,,309,20220123,2022-01-23,3,823.41,0.07
1363,9980797,2820,,771,20221125,2022-11-25,4,522.6,0.08
1376,9980810,2836,,834,20230725,2023-07-25,5,789.1,0.28
1397,9980831,2975,,541,20230913,2023-09-13,2,618.45,0.07
1428,9980862,3007,,555,20230115,2023-01-15,4,43.11,0.01
1461,9980895,2204,860,628,20220821,2022-08-21,5,238.71,0.31
1500,9980934,2247,,819,20220705,2022-07-05,9,875.69,0.16
1516,9980950,2473,651,295,20230912,2023-09-12,4,127.52,0.33
1519,9980953,2451,,166,20220715,2022-07-15,1,746.16,0.25
1525,9980959,2724,,744,20230528,2023-05-28,4,75.57,0.17
1539,9980973,3093,,76,20221010,2022-10-10,6,350.06,0.14
1614,9981048,2173,,481,20220805,2022-08-05,4,261.86,0.33
1664,9981098,2793,,131,20221227,2022-12-27,10,75.55,0.05
1688,9981122,2230,,349,20220622,2022-06-22,10,72.61,0.18
1727,9981161,2195,,140,20220721,2022-07-21,4,441.9,0
1742,9981176,2971,,287,20221129,2022-11-29,3,560.05,0.17
1777,9981211,2405,,787,20230608,2023-06-08,8,672.41,0.09
1783,9981217,2159,,492,,,9,238.39,0.5
1802,9981236,2907,,820,20220219,2022-02-19,7,631.05,0.48
1816,9981250,2483,,146,20220825,2022-08-25,8,831.72,0.4
1911,9981345,2892,370,209,20230622,2023-06-22,8,0,0.1
1915,9981349,2926,,419,20231129,2023-11-29,5,151.49,0
1917,9981351,3083,,516,20230603,2023-06-03,5,648.42,0.4
1945,9981379,2709,,249,20230616,2023-06-16,2,580.69,0.01
1947,9981381,2798,,94,20220329,2022-03-29,6,223.96,0.18
1952,9981386,2786,,174,20231222,2023-12-22,7,64.4,0.45
13,113579,2500,808,646,20210526,2021-05-26,8,772.79,0.26
14,1143675,2374,,791,20221005,2022-10-05,3,848.2,0.32
26,1240460,3042,,774,20230412,2023-04-12,2,57.33,0.38
38,1346870,2556,,505,20230524,2023-05-24,3,53.99,0.22
59,1602531,2874,,354,20230621,2023-06-21,4,943.18,0.43
90,190282,2598,59,472,20211018,2021-10-18,3,810.19,0.11
96,1951172,2376,,437,20220412,2022-04-12,10,278.17,0.1
97,196051,2517,27,223,20210423,2021-04-23,3,126.12,0.13
100,199101,2323,380,98,20211209,2021-12-09,1,11.91,0.07
139,2367621,2830,,59,20230713,2023-07-13,1,533.9,0.33
141,237540,2235,257,749,20211016,2021-10-16,2,19.38,0.03
147,245943,2518,460,436,20210813,2021-08-13,4,528.77,0.36
148,2461580,2369,,413,20221114,2022-11-14,4,295.63,0.42
162,254677,2538,204,840,20201011,2020-10-11,6,852.86,0.45
166,2601643,2175,,787,20230828,2023-08-28,8,678.62,0.3
192,280159,2377,855,692,20200928,2020-09-28,7,594.14,0.31
216,3054557,3112,,229,20220716,2022-07-16,4,397.75,0.18
240,3230987,2104,,211,20220605,2022-06-05,1,804.84,0.44
246,329126,2552,79,449,20200713,2020-07-13,7,738.2,0.49
283,369952,2467,731,748,20210320,2021-03-20,1,239.24,0.12
292,3761720,3033,,342,20230419,2023-04-19,3,788.86,0.09
305,3858472,2309,,511,20230808,2023-08-08,1,456.98,0.01
310,390867,2168,990,809,20210909,2021-09-09,6,299.7,0.28
317,3979509,2764,77,727,20230429,2023-04-29,3,416,0
321,4037167,2887,1001,809,20230917,2023-09-17,9,777.56,0.14
329,408630,2312,138,178,20200601,2020-06-01,1,522.48,0.44
353,430394,2238,133,16,20200510,2020-05-10,7,735.46,0.07
361,435914,2299,14,621,20210319,2021-03-19,6,344.76,0.34
365,4396881,2373,,225,20230129,2023-01-29,9,210.54,0.14
372,4493427,2866,,141,20220928,2022-09-28,2,496.84,0.29
401,474880,2731,656,674,20210828,2021-08-28,5,190.8,0.22
409,48312,2449,201,606,20210726,2021-07-26,4,425.58,0.11
440,504788,2239,189,15,20210430,2021-04-30,9,184.2,0.19
468,5258617,2351,,208,20220817,2022-08-17,3,729.52,0.5
500,5535122,3066,,355,20230416,2023-04-16,7,515.61,0.2
529,569953,2534,600,122,20210320,2021-03-20,4,662.25,0.14
534,571991,2482,733,769,20201218,2020-12-18,8,583.33,0.44
556,5944140,2837,,181,,,1,991.55,0.33
601,629684,2148,507,588,20210329,2021-03-29,8,859.73,0.39
642,666477,2466,129,670,20200510,2020-05-10,7,948.12,0.04
646,6703646,3148,914,342,20231005,2023-10-05,8,832.88,0.46
659,687009,2487,912,677,20201009,2020-10-09,4,597,0.03
666,696018,2444,392,379,20201217,2020-12-17,5,29.98,0.2
667,696296,2274,444,49,20211203,2021-12-03,1,457.81,0.43
675,699372,2356,445,222,20200714,2020-07-14,1,487.3,0.45
683,7072295,3013,,234,20220708,2022-07-08,10,108.82,0
695,71746,2421,729,325,20210531,2021-05-31,6,463.57,0.28
713,729227,2583,946,827,20200415,2020-04-15,2,448.96,0.1
727,745398,2226,10,33,20200229,2020-02-29,6,714.51,0.08
740,7578937,2772,658,121,20230908,2023-09-08,5,297.82,0.08
741,7583179,2711,,62,,,3,239.94,0.48
768,780303,2365,267,740,20200630,2020-06-30,6,897.38,0.49
789,8079545,2711,,33,20231108,2023-11-08,10,348.43,0.1
796,8171265,2193,,786,20221224,2022-12-24,4,341.75,0
821,833929,2415,198,833,20201113,2020-11-13,8,884.79,0.31
827,83949,2183,659,711,20210211,2021-02-11,6,272.17,0.41
834,8460508,2900,,624,20220206,2022-02-06,8,888.22,0.41
872,8796946,2897,,141,20231011,2023-10-11,4,617.19,0.06
874,882162,2808,657,582,20200806,2020-08-06,4,115.54,0.44
875,884705,2304,137,601,20200716,2020-07-16,3,579.27,0.09
876,887018,2481,1005,77,20200710,2020-07-10,6,149.37,0.27
895,901113,2398,320,172,20201115,2020-11-15,5,15.89,0.42
902,905367,2213,994,365,20200222,2020-02-22,4,79.46,0.18
909,9122732,2303,,790,20220604,2022-06-04,2,252.95,0.38
915,9187094,2652,,659,20230220,2023-02-20,8,346.95,0.19
927,927481,2642,181,813,20210316,2021-03-16,9,561.83,0.18
937,933756,2505,809,515,20200414,2020-04-14,6,973.1,0.07
939,93687,2316,264,410,20211027,2021-10-27,8,114.02,0.18
943,9424261,2646,,675,20220519,2022-05-19,9,921.6,0.16
947,945904,2324,381,713,20210131,2021-01-31,1,642.92,0.1
990,9931177,2971,,215,20230630,2023-06-30,1,313.17,0.33
993,994029,2137,782,476,20201224,2020-12-24,2,163.01,0.43
1004,9980438,2994,,240,20220116,2022-01-16,8,507.4,0.15
1009,9980443,2288,,300,20220117,2022-01-17,5,965.93,0.02
1016,9980450,2809,,92,20230228,2023-02-28,5,389.05,0.33
1041,9980475,2823,,690,20230104,2023-01-04,1,142.36,0.41
1044,9980478,2458,,116,20220919,2022-09-19,1,236.27,0.08
1069,9980503,2103,,110,20220713,2022-07-13,3,82.69,0.05
1078,9980512,2990,,681,20231102,2023-11-02,9,0,0.49
1091,9980525,2423,,52,20231213,2023-12-13,2,63.63,0.11
1103,9980537,2909,,720,20231112,2023-11-12,5,362.72,0.49
1105,9980539,2745,,160,20230613,2023-06-13,10,585.24,0.38
1107,9980541,2911,,449,20220121,2022-01-21,1,947.89,0.2
1135,9980569,2181,,274,20221211,2022-12-11,9,919.43,0.47
1145,9980579,2647,,584,20221023,2022-10-23,10,674.94,0.23
1154,9980588,3121,,326,20231109,2023-11-09,7,22.37,0.48
1164,9980598,2670,,607,20230804,2023-08-04,3,8.02,0.37
1216,9980650,2796,,518,20220929,2022-09-29,6,230.65,0.35
1237,9980671,2310,,863,20220527,2022-05-27,8,854.47,0.04
1262,9980696,2519,,796,20220305,2022-03-05,7,742.69,0.09
1263,9980697,2624,,663,20220301,2022-03-01,4,933.38,0.47
1275,9980709,2299,,544,20230806,2023-08-06,10,555.82,0.48
1329,9980763,2515,,774,20230927,2023-09-27,9,565.1,0.32
1354,9980788,2572,,749,20230830,2023-08-30,1,396.35,0.1
1366,9980800,2432,,523,20230429,2023-04-29,10,376.91,0.23
1381,9980815,2550,,506,20220128,2022-01-28,5,598.59,0.21
1382,9980816,2442,,724,20220131,2022-01-31,1,864.79,0.22
1387,9980821,3049,,695,20220914,2022-09-14,8,6.1,0.41
1435,9980869,2226,,656,20230102,2023-01-02,7,363,0.41
1482,9980916,3044,,774,20230409,2023-04-09,3,507.48,0.08
1490,9980924,2612,88,143,20231210,2023-12-10,8,771.27,0.46
1491,9980925,2456,,474,20230107,2023-01-07,2,210.49,0.47
1502,9980936,2888,,302,20220425,2022-04-25,7,913.25,0
1504,9980938,2957,,49,20221214,2022-12-14,1,863.78,0.1
1513,9980947,2789,,731,20230709,2023-07-09,1,45.88,0.13
1517,9980951,2335,,724,,,2,220.78,0.3
1553,9980987,2390,,376,20231029,2023-10-29,3,513.08,0.34
1554,9980988,2228,,757,20230908,2023-09-08,7,739.2,0.03
1558,9980992,2968,785,268,20230809,2023-08-09,6,486.21,0.23
1564,9980998,2560,,248,20220414,2022-04-14,1,540.5,0.15
1575,9981009,2925,,445,20220611,2022-06-11,7,668.19,0.27
1597,9981031,2205,,842,20231121,2023-11-21,8,911.57,0.21
1612,9981046,2336,,720,20220429,2022-04-29,4,20.84,0.02
1621,9981055,2421,,831,20230415,2023-04-15,7,243.77,0.16
1649,9981083,2634,,126,20220725,2022-07-25,7,130.51,0.2
1663,9981097,2274,,150,20230417,2023-04-17,6,853.74,0.08
1666,9981100,2184,,232,20230131,2023-01-31,3,0,0.46
1673,9981107,2747,,719,20220831,2022-08-31,8,525.72,0.41
1691,9981125,3121,,55,20221214,2022-12-14,9,96,0.2
1695,9981129,2772,,458,20220816,2022-08-16,9,955.57,0.21
1703,9981137,2988,,819,20221212,2022-12-12,5,76.81,0.06
1728,9981162,2442,,735,20221116,2022-11-16,5,76.35,0.11
1731,9981165,3090,,309,20231225,2023-12-25,6,318.7,0.26
1740,9981174,2720,,15,20220202,2022-02-02,4,376.6,0.16
1744,9981178,2409,,581,20221006,2022-10-06,10,731.08,0.47
1755,9981189,2764,,315,20230505,2023-05-05,4,487.36,0.22
1767,9981201,2722,,446,20220409,2022-04-09,9,487.06,0.47
1769,9981203,2303,,78,20230227,2023-02-27,10,905.78,0.48
1771,9981205,3026,,408,20220615,2022-06-15,6,453.59,0.16
1784,9981218,2774,,681,20230126,2023-01-26,1,55.28,0.45
1788,9981222,2512,,657,20230730,2023-07-30,3,725.33,0.02
1836,9981270,3037,,547,20230514,2023-05-14,7,84.35,0.14
1855,9981289,2370,,665,20230520,2023-05-20,9,204.52,0.43
1856,9981290,2643,,385,20221214,2022-12-14,5,737.15,0.1
1867,9981301,2679,,309,20230403,2023-04-03,8,293.85,0.47
1876,9981310,2878,,191,20231123,2023-11-23,7,0,0.26
1882,9981316,2835,,102,20220119,2022-01-19,9,925.41,0.03
1932,9981366,2537,,699,,,3,884.32,0.03
1948,9981382,3091,,449,20220913,2022-09-13,3,0,0.31
1953,9981387,2342,,788,20230401,2023-04-01,3,522,0.29
1985,9981419,2302,,368,20230925,2023-09-25,3,772.03,0.16
11,1090171,2162,,389,20230215,2023-02-15,9,890.6,0.21
17,1161843,2191,,493,20220423,2022-04-23,5,908.55,0.44
29,1252096,2619,,693,20230421,2023-04-21,4,580.72,0.09
42,1403288,2694,,673,20230127,2023-01-27,3,73.11,0.17
81,1779746,2502,,641,20220418,2022-04-18,10,99.18,0.44
128,2272260,2166,,588,20220202,2022-02-02,6,749.38,0.35
132,232644,2386,857,799,20210315,2021-03-15,4,288.55,0.45
163,2556761,2300,,177,20231124,2023-11-24,8,498.13,0.39
171,263398,2441,1003,797,20210930,2021-09-30,3,526.74,0.1
177,2690614,2245,,124,20231204,2023-12-04,5,127.97,0.37
193,2819494,2824,,338,20221029,2022-10-29,6,596.58,0.33
198,288747,2448,200,302,20201015,2020-10-15,4,35.94,0.11
265,3503030,2257,,282,20230217,2023-02-17,7,685.32,0.19
273,35626,2591,947,588,20210601,2021-06-01,1,376.74,0.28
298,3820731,2308,285,579,20220801,2022-08-01,5,605.47,0.18
325,4056052,2678,,113,20220619,2022-06-19,9,0,0.1
339,4167268,2771,,309,20220706,2022-07-06,1,495.86,0.39
348,4213391,2577,,396,20220623,2022-06-23,1,809.2,0.17
398,4713804,2352,,707,20220621,2022-06-21,3,782.03,0.23
463,523222,2409,575,157,20211206,2021-12-06,9,134.44,0.38
479,532425,2342,649,785,20200806,2020-08-06,4,825.54,0.03
495,551462,2537,939,630,20210818,2021-08-18,8,840.34,0
498,5533524,3001,,391,20220505,2022-05-05,1,982.64,0.06
504,55586,2417,448,407,20200319,2020-03-19,4,969.85,0.06
527,568547,2346,73,244,20211028,2021-10-28,2,549.24,0.08
533,571703,2964,2,340,20200802,2020-08-02,3,573.09,0.37
542,580282,2374,591,285,20200117,2020-01-17,8,332.09,0.19
548,5859499,2452,,179,20230320,2023-03-20,6,349.74,0.39
549,586124,2525,76,134,20210505,2021-05-05,3,639.66,0.18
550,5874060,2540,,400,20231012,2023-10-12,3,862.48,0.31
589,6214757,2411,,846,20220601,2022-06-01,1,280.82,0.48
611,638730,2277,996,116,20210525,2021-05-25,1,377.38,0.02
612,638958,2564,321,383,20210626,2021-06-26,9,797.62,0.24
633,6570560,2748,,823,20230504,2023-05-04,2,318.91,0.43
662,692649,2568,206,248,20200701,2020-07-01,5,785.7,0.33
663,6946440,2584,,497,20230527,2023-05-27,5,443.49,0.48
687,708613,2222,255,209,20210518,2021-05-18,4,595.19,0.19
743,759609,2352,1001,74,20201209,2020-12-09,8,124.21,0.21
781,7990803,2839,,538,20230623,2023-06-23,2,242.84,0
784,80068,3019,372,639,20200607,2020-06-07,3,276.04,0.41
801,8202392,3023,,804,20221125,2022-11-25,1,0,0.14
836,846665,2511,598,354,20200426,2020-04-26,2,436.81,0.07
855,854269,2310,333,826,20211221,2021-12-21,2,421.06,0.31
868,8742051,2358,,822,20220111,2022-01-11,1,637.39,0.28
887,893728,2521,811,473,20210421,2021-04-21,9,877.56,0.22
904,906076,2631,60,442,20200203,2020-02-03,1,850.68,0.15
907,910428,2530,737,260,20210303,2021-03-03,2,117.32,0.28
928,927633,2573,944,717,20200222,2020-02-22,9,802.65,0.22
948,946759,2271,190,473,20200326,2020-03-26,2,616.27,0.1
978,979242,2177,844,731,20210804,2021-08-04,9,590.66,0.07
1039,9980473,2204,,280,20230414,2023-04-14,3,876.01,0.09
1054,9980488,2989,,599,20231003,2023-10-03,5,443.98,0.43
1055,9980489,2902,,510,,,10,729.63,0.34
1083,9980517,2709,,804,20230814,2023-08-14,8,712.02,0.31
1172,9980606,2779,,592,,,9,386.61,0.19
1191,9980625,2414,,233,20230126,2023-01-26,8,484.41,0.27
1233,9980667,2503,,472,20220831,2022-08-31,10,683.71,0.46
1242,9980676,2453,,290,20230613,2023-06-13,7,699.33,0.01
1257,9980691,2471,,102,20230708,2023-07-08,4,0,0.41
1270,9980704,3134,,520,20220226,2022-02-26,9,980.62,0.06
1277,9980711,2329,,92,20220720,2022-07-20,5,243.55,0
1291,9980725,2498,,230,20230114,2023-01-14,7,586.99,0.22
1299,9980733,2770,,514,20221122,2022-11-22,8,531.78,0.28
1304,9980738,2102,,337,,,7,682.21,0.42
1320,9980754,2168,,840,20231126,2023-11-26,3,847.06,0
1336,9980770,2603,,542,20230614,2023-06-14,10,184.34,0.14
1353,9980787,3092,,114,20231228,2023-12-28,5,417.45,0.06
1409,9980843,2789,,798,20220923,2022-09-23,10,0,0.42
1410,9980844,2173,,350,20220923,2022-09-23,1,58.83,0
1411,9980845,2823,,317,20231209,2023-12-09,4,885.36,0.31
1413,9980847,2458,,776,20220702,2022-07-02,2,774.48,0.26
1414,9980848,2361,,78,20230522,2023-05-22,10,722.25,0.31
1425,9980859,2752,,510,20230314,2023-03-14,1,617.37,0.22
1445,9980879,3151,,659,20220119,2022-01-19,8,910.36,0.09
1447,9980881,2459,,287,20230729,2023-07-29,4,935.32,0.5
1455,9980889,3069,,836,20221011,2022-10-11,7,475.86,0.09
1476,9980910,2851,,662,20220604,2022-06-04,7,10.56,0.3
1493,9980927,2732,,636,20220122,2022-01-22,4,54.77,0.38
1511,9980945,2777,,780,20220110,2022-01-10,4,359.48,0.17
1537,9980971,2542,,75,20221104,2022-11-04,7,506.92,0.28
1589,9981023,2849,,526,20220430,2022-04-30,9,32.45,0.04
1590,9981024,2586,,801,20221207,2022-12-07,4,418.51,0.09
1607,9981041,2905,,335,20220712,2022-07-12,9,673.89,0.06
1608,9981042,3146,,161,20220412,2022-04-12,3,95.57,0.23
1611,9981045,2465,,242,20220825,2022-08-25,2,914.17,0.05
1644,9981078,2668,,43,20230222,2023-02-22,10,0,0.13
1655,9981089,2188,,296,20220928,2022-09-28,2,509.46,0.08
1668,9981102,2762,,535,20220528,2022-05-28,10,71.46,0.2
1677,9981111,2126,,322,20220421,2022-04-21,10,447.08,0.36
1699,9981133,2212,,612,20230311,2023-03-11,3,902.66,0.23
1702,9981136,2324,,45,20221128,2022-11-28,9,607.78,0.2
1706,9981140,2807,709,468,20220422,2022-04-22,4,522.96,0.42
1717,9981151,2432,272,236,20230803,2023-08-03,7,981.78,0.23
1738,9981172,2504,,217,20221224,2022-12-24,5,340.18,0.15
1759,9981193,2318,,319,20220527,2022-05-27,1,859.87,0.24
1790,9981224,2913,,521,20230712,2023-07-12,9,69.79,0.02
1799,9981233,2792,,72,20221108,2022-11-08,8,240.84,0.22
1824,9981258,3080,,825,20220107,2022-01-07,9,20.15,0.23
1828,9981262,2450,,213,20220307,2022-03-07,10,821.5,0.2
1840,9981274,2864,,261,20220429,2022-04-29,9,248.46,0.02
1844,9981278,2197,,220,20220226,2022-02-26,9,596.32,0.19
1878,9981312,2938,,336,20221118,2022-11-18,10,513.56,0.22
1891,9981325,2316,,188,20230401,2023-04-01,5,620.28,0.02
1901,9981335,2741,,269,20230507,2023-05-07,6,0,0.41
1904,9981338,2795,,140,20220217,2022-02-17,7,489.75,0.23
1918,9981352,2499,,485,20231211,2023-12-11,2,379.88,0.44
1936,9981370,2824,,739,20230411,2023-04-11,5,168.38,0.31
1951,9981385,3132,,353,20231008,2023-10-08,3,820.86,0.4
1978,9981412,2287,,238,20230806,2023-08-06,3,814.81,0.19
1993,9981427,3061,,827,20231118,2023-11-18,2,0,0.2
78,1765054,2988,,259,20220117,2022-01-17,3,137.02,0.45
83,180229,2173,509,180,20210531,2021-05-31,8,589.1,0.29
88,1864067,2636,,262,20231117,2023-11-17,5,797.87,0
101,199602,2653,61,55,20200727,2020-07-27,2,226.54,0.37
112,2116490,2477,667,839,20221105,2022-11-05,6,167.63,0.44
116,215481,2572,943,18,20200302,2020-03-02,7,517.52,0.1
124,2235246,2707,,564,20220511,2022-05-11,5,715.11,0.02
135,235333,2258,514,458,20210619,2021-06-19,6,313.98,0.2
143,2382232,3013,371,80,20220612,2022-06-12,1,296.77,0.02
144,2395256,2706,,529,20230813,2023-08-13,5,590.33,0.26
154,248739,2569,873,569,20200218,2020-02-18,7,48.03,0.08
172,263406,2478,932,764,20210722,2021-07-22,7,302.17,0.2
175,268749,2595,812,862,20200708,2020-07-08,8,193.94,0.06
206,2963548,2720,,687,20230101,2023-01-01,9,541.16,0.39
230,313679,2391,268,24,20211102,2021-11-02,1,544.47,0.31
254,342057,2283,997,2,20210101,2021-01-01,6,259.45,0.18
267,3519085,2925,,276,20231227,2023-12-27,8,442.31,0.21
293,378545,2309,780,660,20200614,2020-06-14,9,211.15,0.37
341,418363,2361,18,802,20200527,2020-05-27,5,892.36,0.42
378,4532918,2949,,590,20221206,2022-12-06,10,636.49,0.46
410,4853347,2976,,103,20220610,2022-06-10,5,118.17,0.17
414,4894728,2467,,395,20231227,2023-12-27,1,948.32,0.04
431,5002138,2725,,613,20230820,2023-08-20,1,777.06,0.1
437,503290,2102,708,160,20201011,2020-10-11,8,49.72,0.5
438,5039228,2304,,471,20220424,2022-04-24,8,996.13,0.45
471,528,2578,464,684,20200921,2020-09-21,2,585.49,0.13
492,5487926,3049,31,232,20230209,2023-02-09,2,990.63,0.17
519,565388,2456,202,112,20210320,2021-03-20,9,638.47,0.19
523,566587,2527,461,301,20211005,2021-10-05,1,44.13,0.21
538,575429,2337,727,770,20201016,2020-10-16,1,428.76,0.02
563,5968076,2185,,134,20230111,2023-01-11,7,135.39,0.18
571,606441,2593,739,418,20200625,2020-06-25,4,355.78,0.13
580,6137932,2951,,496,20230721,2023-07-21,8,298.29,0.35
585,61634,2303,71,155,20200407,2020-04-07,6,146.33,0.14
586,618082,2820,985,523,20210606,2021-06-06,4,24.05,0.4
605,632078,2544,78,771,20210109,2021-01-09,1,404.7,0.29
621,647986,2255,259,404,20200623,2020-06-23,9,571.09,0.08
624,649951,2296,517,35,20211112,2021-11-12,9,226.58,0.3
630,655699,2269,261,192,20210625,2021-06-25,6,730.94,0.1
